"inventoryid","inventorydate","year","month","partid","partname","partcode","partcategory","partdescription","supplierid","suppliername","suppliercity","suppliercountry","supplierrating","warehouseid","warehousename","warehouselocation","warehousecity","quantityonhand","quantityreserved","quantitydamaged","availablequantity","reorderlevel","reorderquantity","leadtimedays","unitcost","totalcost","supplierleadtime","receivedate","invoicenumber","invoiceamount","status","expirydate","storagelocation","laststockupdate","notes"
"INV00000072","2024-06-21",2024,12,"PART000073","Part 73","PC893000","Subassembly","Essential component Part 73","SUP0013","Supplier 13","Mumbai","India","2.24","WH03","Warehouse 3","East","Mumbai",2361,2185,341,-165,2361,18975,26,"600.06","-99009.9",72,"2024-06-12","INV413913","36984.71","Out of Stock","null","Rack-93","2024-03-09","Stock level: 2361 units, Supplier rating: 2.24"
"INV00000073","2024-06-28",2024,5,"PART000074","Part 74","PC957151","Tool","Essential component Part 74","SUP0014","Supplier 14","Delhi","India","3.42","WH04","Warehouse 4","West","Delhi",30610,5553,357,24700,3183,10217,28,"550.02","13585494",88,"2024-06-01","INV811914","38782.27","Discontinued","null","Rack-72","2024-03-20","Stock level: 30610 units, Supplier rating: 3.42"
"INV00000074","2024-05-09",2024,6,"PART000075","Part 75","PC130096","Packaging","Essential component Part 75","SUP0015","Supplier 15","Bangalore","India","3.26","WH05","Warehouse 5","Central","Bangalore",3074,1866,305,903,917,12123,39,"965.97","872270.91",53,"2024-02-15","INV578205","75742.99","On Order","null","Rack-33","2024-01-15","Stock level: 3074 units, Supplier rating: 3.26"
"INV00000075","2024-12-23",2024,3,"PART000076","Part 76","PC685075","Raw Material","Essential component Part 76","SUP0016","Supplier 16","Pune","India","4.67","WH06","Warehouse 6","North","Pune",46570,37811,120,8639,1820,10860,17,"63.84","551513.76",49,"2024-01-28","INV975580","16897.82","Available","null","Rack-36","2024-02-01","Stock level: 46570 units, Supplier rating: 4.67"
"INV00000076","2024-09-13",2024,5,"PART000077","Part 77","PC921321","Component","Essential component Part 77","SUP0017","Supplier 17","Hyderabad","India","3.04","WH07","Warehouse 7","South","Hyderabad",4062,3714,258,90,2389,10607,54,"489.27","44034.3",68,"2024-04-05","INV380985","32437.54","Low Stock","null","Rack-96","2024-12-14","Stock level: 4062 units, Supplier rating: 3.04"
"INV00000077","2024-01-20",2024,6,"PART000078","Part 78","PC674319","Subassembly","Essential component Part 78","SUP0018","Supplier 18","Chennai","India","3.4","WH08","Warehouse 8","East","Chennai",36295,21300,254,14741,1966,15346,30,"146.25","2155871.25",26,"2024-09-20","INV506499","88286.11","Out of Stock","null","Rack-52","2024-10-26","Stock level: 36295 units, Supplier rating: 3.4"
"INV00000078","2024-02-16",2024,3,"PART000079","Part 79","PC917489","Tool","Essential component Part 79","SUP0019","Supplier 19","Kolkata","India","3.9","WH09","Warehouse 9","West","Kolkata",27444,532,245,26667,4630,3357,27,"567.5","15133522.5",43,"2024-05-14","INV262937","90761.84","Discontinued","null","Rack-96","2024-04-13","Stock level: 27444 units, Supplier rating: 3.9"
"INV00000079","2024-07-21",2024,2,"PART000080","Part 80","PC809415","Packaging","Essential component Part 80","SUP0020","Supplier 20","Jaipur","India","3","WH10","Warehouse 10","Central","Jaipur",3503,3074,456,-27,440,13191,46,"178.51","-4819.77",84,"2024-08-02","INV996129","7939.01","On Order","null","Rack-64","2024-09-13","Stock level: 3503 units, Supplier rating: 3.0"
"INV00000080","2024-04-21",2024,5,"PART000081","Part 81","PC386798","Raw Material","Essential component Part 81","SUP0021","Supplier 21","Mumbai","India","3.85","WH01","Warehouse 1","North","Mumbai",41768,41194,387,187,3180,6331,40,"54.4","10172.8",78,"2024-07-16","INV927059","74664.76","Available","null","Rack-64","2024-02-10","Stock level: 41768 units, Supplier rating: 3.85"
"INV00000081","2024-04-27",2024,1,"PART000082","Part 82","PC307423","Component","Essential component Part 82","SUP0022","Supplier 22","Delhi","India","2.63","WH02","Warehouse 2","South","Delhi",21487,16914,124,4449,4095,11468,18,"270.24","1202297.76",21,"2024-09-18","INV206221","17286.74","Low Stock","2025-09-15","Rack-56","2024-02-19","Stock level: 21487 units, Supplier rating: 2.63"
"INV00000082","2024-02-12",2024,5,"PART000083","Part 83","PC974983","Subassembly","Essential component Part 83","SUP0023","Supplier 23","Bangalore","India","3.87","WH03","Warehouse 3","East","Bangalore",6779,1640,380,4759,3193,1575,14,"870.1","4140805.9",75,"2024-03-27","INV478149","60459.35","Out of Stock","null","Rack-77","2024-09-24","Stock level: 6779 units, Supplier rating: 3.87"
"INV00000083","2024-07-09",2024,4,"PART000084","Part 84","PC169650","Tool","Essential component Part 84","SUP0024","Supplier 24","Pune","India","3.18","WH04","Warehouse 4","West","Pune",44805,10996,141,33668,330,5279,36,"927.73","31234813.64",78,"2024-09-08","INV269223","41496.36","Discontinued","null","Rack-96","2024-12-28","Stock level: 44805 units, Supplier rating: 3.18"
"INV00000084","2024-06-03",2024,1,"PART000085","Part 85","PC405362","Packaging","Essential component Part 85","SUP0025","Supplier 25","Hyderabad","India","2.97","WH05","Warehouse 5","Central","Hyderabad",34804,15579,413,18812,3538,1507,15,"113.44","2134033.28",58,"2024-06-20","INV191941","74559.77","On Order","2025-09-10","Rack-37","2024-10-27","Stock level: 34804 units, Supplier rating: 2.97"
"INV00000085","2024-01-02",2024,9,"PART000086","Part 86","PC853560","Raw Material","Essential component Part 86","SUP0026","Supplier 26","Chennai","India","3.77","WH06","Warehouse 6","North","Chennai",37193,10008,206,26979,1970,17084,57,"725.94","19585135.26",65,"2024-04-17","INV494425","97279.88","Available","2025-03-22","Rack-10","2024-03-03","Stock level: 37193 units, Supplier rating: 3.77"
"INV00000086","2024-07-13",2024,2,"PART000087","Part 87","PC760883","Component","Essential component Part 87","SUP0027","Supplier 27","Kolkata","India","3.72","WH07","Warehouse 7","South","Kolkata",20658,3125,56,17477,4638,4300,28,"68.62","1199271.74",66,"2024-04-18","INV138061","35653.71","Low Stock","2025-04-23","Rack-75","2024-02-13","Stock level: 20658 units, Supplier rating: 3.72"
"INV00000087","2024-09-06",2024,3,"PART000088","Part 88","PC697330","Subassembly","Essential component Part 88","SUP0028","Supplier 28","Jaipur","India","4.77","WH08","Warehouse 8","East","Jaipur",48014,13067,410,34537,4887,7993,31,"836.47","28889164.39",82,"2024-01-24","INV570837","74893.41","Out of Stock","null","Rack-30","2024-05-05","Stock level: 48014 units, Supplier rating: 4.77"
"INV00000088","2024-08-07",2024,10,"PART000089","Part 89","PC334298","Tool","Essential component Part 89","SUP0029","Supplier 29","Mumbai","India","2.74","WH09","Warehouse 9","West","Mumbai",47033,13623,247,33163,4836,7060,57,"971.86","32229793.18",79,"2024-10-08","INV724165","92840.57","Discontinued","null","Rack-48","2024-03-13","Stock level: 47033 units, Supplier rating: 2.74"
"INV00000089","2024-12-21",2024,4,"PART000090","Part 90","PC973579","Packaging","Essential component Part 90","SUP0030","Supplier 30","Delhi","India","4.79","WH10","Warehouse 10","Central","Delhi",38213,37408,93,712,1901,17032,54,"69.85","49733.2",21,"2024-06-17","INV808758","21219.18","On Order","null","Rack-50","2024-05-26","Stock level: 38213 units, Supplier rating: 4.79"
"INV00000090","2024-01-06",2024,5,"PART000091","Part 91","PC881919","Raw Material","Essential component Part 91","SUP0031","Supplier 31","Bangalore","India","2.16","WH01","Warehouse 1","North","Bangalore",26303,14670,96,11537,2287,2963,44,"903.48","10423448.76",26,"2024-01-14","INV481523","46261.09","Available","2025-10-12","Rack-63","2024-01-01","Stock level: 26303 units, Supplier rating: 2.16"
"INV00000091","2024-11-04",2024,6,"PART000092","Part 92","PC138019","Component","Essential component Part 92","SUP0032","Supplier 32","Pune","India","4.6","WH02","Warehouse 2","South","Pune",30598,30242,429,-73,903,14207,36,"249.18","-18190.14",11,"2024-06-05","INV530354","6652.86","Low Stock","null","Rack-80","2024-09-05","Stock level: 30598 units, Supplier rating: 4.6"
"INV00000092","2024-07-23",2024,11,"PART000093","Part 93","PC931108","Subassembly","Essential component Part 93","SUP0033","Supplier 33","Hyderabad","India","2.77","WH03","Warehouse 3","East","Hyderabad",45207,1772,289,43146,2605,5308,9,"27.22","1174434.12",81,"2024-06-12","INV595450","18531","Out of Stock","null","Rack-75","2024-04-15","Stock level: 45207 units, Supplier rating: 2.77"
"INV00000093","2024-09-26",2024,9,"PART000094","Part 94","PC120463","Tool","Essential component Part 94","SUP0034","Supplier 34","Chennai","India","2.29","WH04","Warehouse 4","West","Chennai",43718,38296,228,5194,3389,16740,59,"827.72","4299177.68",72,"2024-05-28","INV942939","5761.87","Discontinued","2025-01-24","Rack-98","2024-03-16","Stock level: 43718 units, Supplier rating: 2.29"
"INV00000094","2024-01-18",2024,9,"PART000095","Part 95","PC607595","Packaging","Essential component Part 95","SUP0035","Supplier 35","Kolkata","India","2.37","WH05","Warehouse 5","Central","Kolkata",4475,3116,484,875,1505,12943,55,"619.57","542123.75",85,"2024-05-27","INV848128","3238.53","On Order","null","Rack-77","2024-08-24","Stock level: 4475 units, Supplier rating: 2.37"
"INV00000095","2024-07-25",2024,4,"PART000096","Part 96","PC614070","Raw Material","Essential component Part 96","SUP0036","Supplier 36","Jaipur","India","3.88","WH06","Warehouse 6","North","Jaipur",4901,2658,379,1864,650,3831,39,"901.62","1680619.68",26,"2024-06-20","INV112585","83445.02","Available","null","Rack-68","2024-02-22","Stock level: 4901 units, Supplier rating: 3.88"
"INV00000096","2024-11-01",2024,3,"PART000097","Part 97","PC768371","Component","Essential component Part 97","SUP0037","Supplier 37","Mumbai","India","2.54","WH07","Warehouse 7","South","Mumbai",20311,8921,335,11055,896,7371,8,"137.22","1516967.1",65,"2024-06-21","INV447586","10521.3","Low Stock","null","Rack-83","2024-04-27","Stock level: 20311 units, Supplier rating: 2.54"
"INV00000097","2024-06-16",2024,3,"PART000098","Part 98","PC266801","Subassembly","Essential component Part 98","SUP0038","Supplier 38","Delhi","India","4.87","WH08","Warehouse 8","East","Delhi",18591,17044,270,1277,1660,17857,8,"688.96","879801.92",55,"2024-03-03","INV363208","95401.03","Out of Stock","2025-01-13","Rack-61","2024-01-06","Stock level: 18591 units, Supplier rating: 4.87"
"INV00000098","2024-08-14",2024,2,"PART000099","Part 99","PC747979","Tool","Essential component Part 99","SUP0039","Supplier 39","Bangalore","India","3.08","WH09","Warehouse 9","West","Bangalore",19898,9376,349,10173,587,3385,41,"542.05","5514274.65",71,"2024-07-05","INV300105","30106.82","Discontinued","null","Rack-4","2024-06-14","Stock level: 19898 units, Supplier rating: 3.08"
"INV00000099","2024-10-26",2024,4,"PART000100","Part 100","PC614464","Packaging","Essential component Part 100","SUP0040","Supplier 40","Pune","India","2.57","WH10","Warehouse 10","Central","Pune",37110,8165,285,28660,4913,17659,43,"546.6","15665556",65,"2024-09-15","INV732449","47508.16","On Order","null","Rack-49","2024-01-10","Stock level: 37110 units, Supplier rating: 2.57"
"INV00000100","2024-04-11",2024,7,"PART000101","Part 101","PC988843","Raw Material","Essential component Part 101","SUP0041","Supplier 41","Hyderabad","India","3.74","WH01","Warehouse 1","North","Hyderabad",5073,296,206,4571,2337,3724,32,"269.81","1233301.51",21,"2024-05-02","INV362051","61390.21","Available","2025-05-06","Rack-22","2024-11-22","Stock level: 5073 units, Supplier rating: 3.74"
"INV00000101","2024-03-19",2024,11,"PART000102","Part 102","PC246266","Component","Essential component Part 102","SUP0042","Supplier 42","Chennai","India","4.34","WH02","Warehouse 2","South","Chennai",23598,12589,169,10840,2260,1927,36,"375.89","4074647.6",22,"2024-01-04","INV218306","95153.56","Low Stock","2025-12-13","Rack-26","2024-12-18","Stock level: 23598 units, Supplier rating: 4.34"
"INV00000102","2024-05-02",2024,6,"PART000103","Part 103","PC542989","Subassembly","Essential component Part 103","SUP0043","Supplier 43","Kolkata","India","3.21","WH03","Warehouse 3","East","Kolkata",38196,6644,184,31368,4629,6417,19,"903.92","28354162.56",40,"2024-07-19","INV763131","11269.11","Out of Stock","null","Rack-78","2024-04-06","Stock level: 38196 units, Supplier rating: 3.21"
"INV00000103","2024-09-27",2024,5,"PART000104","Part 104","PC389092","Tool","Essential component Part 104","SUP0044","Supplier 44","Jaipur","India","4.67","WH04","Warehouse 4","West","Jaipur",12469,8450,244,3775,2903,17688,34,"925.52","3493838",57,"2024-04-26","INV872905","70523.48","Discontinued","null","Rack-48","2024-06-22","Stock level: 12469 units, Supplier rating: 4.67"
"INV00000104","2024-11-25",2024,5,"PART000105","Part 105","PC779814","Packaging","Essential component Part 105","SUP0045","Supplier 45","Mumbai","India","3.49","WH05","Warehouse 5","Central","Mumbai",13825,5053,43,8729,340,11962,33,"635.4","5546406.6",19,"2024-09-07","INV108535","8700.95","On Order","2025-06-08","Rack-83","2024-05-28","Stock level: 13825 units, Supplier rating: 3.49"
"INV00000105","2024-06-23",2024,12,"PART000106","Part 106","PC458831","Raw Material","Essential component Part 106","SUP0046","Supplier 46","Delhi","India","2.15","WH06","Warehouse 6","North","Delhi",46113,14868,141,31104,2492,14460,16,"730.03","22706853.12",18,"2024-05-27","INV771696","68826.75","Available","null","Rack-50","2024-07-13","Stock level: 46113 units, Supplier rating: 2.15"
"INV00000106","2024-04-09",2024,12,"PART000107","Part 107","PC462072","Component","Essential component Part 107","SUP0047","Supplier 47","Bangalore","India","4.66","WH07","Warehouse 7","South","Bangalore",45060,29709,379,14972,2359,17289,29,"550.78","8246278.16",80,"2024-03-17","INV994195","66394.54","Low Stock","null","Rack-74","2024-11-07","Stock level: 45060 units, Supplier rating: 4.66"
"INV00000107","2024-01-09",2024,10,"PART000108","Part 108","PC364532","Subassembly","Essential component Part 108","SUP0048","Supplier 48","Pune","India","3.6","WH08","Warehouse 8","East","Pune",648,357,417,-126,4501,16108,14,"359.84","-45339.84",83,"2024-03-01","INV995619","14441.06","Out of Stock","2025-09-13","Rack-54","2024-09-20","Stock level: 648 units, Supplier rating: 3.6"
"INV00000108","2024-05-26",2024,4,"PART000109","Part 109","PC252345","Tool","Essential component Part 109","SUP0049","Supplier 49","Hyderabad","India","3.98","WH09","Warehouse 9","West","Hyderabad",31258,4131,162,26965,4478,10745,46,"355.24","9579046.6",54,"2024-04-25","INV408387","22754.68","Discontinued","2025-09-28","Rack-15","2024-12-10","Stock level: 31258 units, Supplier rating: 3.98"
"INV00000109","2024-01-04",2024,5,"PART000110","Part 110","PC329033","Packaging","Essential component Part 110","SUP0050","Supplier 50","Chennai","India","2.3","WH10","Warehouse 10","Central","Chennai",7269,2672,408,4189,4035,2618,37,"373.06","1562748.34",58,"2024-08-14","INV966620","97005.24","On Order","2025-05-16","Rack-11","2024-04-01","Stock level: 7269 units, Supplier rating: 2.3"
"INV00000110","2024-02-28",2024,7,"PART000111","Part 111","PC410330","Raw Material","Essential component Part 111","SUP0051","Supplier 51","Kolkata","India","2.4","WH01","Warehouse 1","North","Kolkata",39365,12537,245,26583,3744,10902,22,"525.42","13967239.86",14,"2024-06-12","INV247215","52604.73","Available","2025-09-15","Rack-17","2024-09-03","Stock level: 39365 units, Supplier rating: 2.4"
"INV00000111","2024-07-27",2024,9,"PART000112","Part 112","PC909619","Component","Essential component Part 112","SUP0052","Supplier 52","Jaipur","India","4.4","WH02","Warehouse 2","South","Jaipur",41517,19113,91,22313,3355,14087,21,"374.19","8349301.47",55,"2024-07-04","INV406858","33221.68","Low Stock","null","Rack-47","2024-10-22","Stock level: 41517 units, Supplier rating: 4.4"
"INV00000112","2024-12-16",2024,9,"PART000113","Part 113","PC421260","Subassembly","Essential component Part 113","SUP0053","Supplier 53","Mumbai","India","4.07","WH03","Warehouse 3","East","Mumbai",25551,5922,249,19380,2171,1255,50,"103.41","2004085.8",80,"2024-07-02","INV396753","91971.78","Out of Stock","null","Rack-44","2024-10-06","Stock level: 25551 units, Supplier rating: 4.07"
"INV00000113","2024-09-14",2024,12,"PART000114","Part 114","PC431566","Tool","Essential component Part 114","SUP0054","Supplier 54","Delhi","India","2.72","WH04","Warehouse 4","West","Delhi",2175,1088,488,599,4888,6852,13,"19.24","11524.76",15,"2024-11-01","INV713109","85341.51","Discontinued","null","Rack-59","2024-10-09","Stock level: 2175 units, Supplier rating: 2.72"
"INV00000114","2024-08-06",2024,2,"PART000115","Part 115","PC677806","Packaging","Essential component Part 115","SUP0055","Supplier 55","Bangalore","India","4.73","WH05","Warehouse 5","Central","Bangalore",46493,20497,17,25979,3082,18890,60,"889.44","23106761.76",19,"2024-07-14","INV381371","50886.18","On Order","null","Rack-9","2024-02-13","Stock level: 46493 units, Supplier rating: 4.73"
"INV00000115","2024-06-20",2024,4,"PART000116","Part 116","PC724249","Raw Material","Essential component Part 116","SUP0056","Supplier 56","Pune","India","4.96","WH06","Warehouse 6","North","Pune",39615,23141,404,16070,3908,12113,5,"296.93","4771665.1",85,"2024-05-18","INV999371","68236.52","Available","null","Rack-92","2024-01-17","Stock level: 39615 units, Supplier rating: 4.96"
