"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000067","2024-01-07","14:45",2024,2,"ORD00000824","PROD000068","Product 68","BATCH00067","INS0018","Inspector 18","Quality Control","QC Department","FAC04","Factory 4","LINE008","Assembly Line 8",8190,61,"0.74",4773,"Misalignment","D004","Minor","Misalignment found in batch","98.66","57.35","30.88","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.74% defect rate","null"
"INSP00000068","2024-04-19","16:47",2024,4,"ORD00000995","PROD000069","Product 69","BATCH00068","INS0019","Inspector 19","Quality Control","QC Department","FAC05","Factory 5","LINE009","Assembly Line 9",3825,39,"1.02",1882,"Missing Part","D005","Cosmetic","Missing Part found in batch","17.42","94.87","43.33","Fair","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 1.02% defect rate","null"
"INSP00000069","2024-05-02","09:24",2024,4,"ORD00000729","PROD000070","Product 70","BATCH00069","INS0020","Inspector 20","Quality Control","QC Department","FAC06","Factory 6","LINE010","Assembly Line 10",6814,58,"0.85",1181,"Malfunction","D006","None","Malfunction found in batch","51.15","76.94","43.73","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.85% defect rate","photo_INSP00000069.jpg"
"INSP00000070","2024-03-24","15:02",2024,12,"ORD00000478","PROD000071","Product 71","BATCH00070","INS0021","Inspector 21","Quality Control","QC Department","FAC07","Factory 7","LINE011","Assembly Line 11",9905,85,"0.86",1664,"Dimension Error","D007","Critical","Dimension Error found in batch","29.64","83.89","36.37","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.86% defect rate","photo_INSP00000070.jpg"
"INSP00000071","2024-10-02","17:35",2024,10,"ORD00000971","PROD000072","Product 72","BATCH00071","INS0022","Inspector 22","Quality Control","QC Department","FAC08","Factory 8","LINE012","Assembly Line 12",7657,25,"0.33",3200,"None","D000","Major","None found in batch","55.35","73.17","32.81","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.33% defect rate","photo_INSP00000071.jpg"
"INSP00000072","2024-06-10","12:03",2024,11,"ORD00000621","PROD000073","Product 73","BATCH00072","INS0023","Inspector 23","Quality Control","QC Department","FAC01","Factory 1","LINE013","Assembly Line 13",4355,72,"1.65",308,"Crack","D001","Minor","Crack found in batch","97.38","49.45","9.3","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 1.65% defect rate","photo_INSP00000072.jpg"
"INSP00000073","2024-07-07","09:58",2024,2,"ORD00000033","PROD000074","Product 74","BATCH00073","INS0024","Inspector 24","Quality Control","QC Department","FAC02","Factory 2","LINE014","Assembly Line 14",6589,65,"0.99",847,"Dent","D002","Cosmetic","Dent found in batch","32.48","12.53","1.78","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.99% defect rate","null"
"INSP00000074","2024-06-16","08:08",2024,2,"ORD00000734","PROD000075","Product 75","BATCH00074","INS0025","Inspector 25","Quality Control","QC Department","FAC03","Factory 3","LINE015","Assembly Line 15",5184,88,"1.7",4209,"Discoloration","D003","None","Discoloration found in batch","69.65","24.58","19.78","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.7% defect rate","null"
"INSP00000075","2024-05-25","12:40",2024,7,"ORD00000480","PROD000076","Product 76","BATCH00075","INS0026","Inspector 26","Quality Control","QC Department","FAC04","Factory 4","LINE016","Assembly Line 16",7814,79,"1.01",522,"Misalignment","D004","Critical","Misalignment found in batch","14.75","54.17","36.06","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 1.01% defect rate","null"
"INSP00000076","2024-05-26","15:15",2024,11,"ORD00000099","PROD000077","Product 77","BATCH00076","INS0027","Inspector 27","Quality Control","QC Department","FAC05","Factory 5","LINE017","Assembly Line 17",5487,75,"1.37",267,"Missing Part","D005","Major","Missing Part found in batch","56.94","21.46","38.75","Poor","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 1.37% defect rate","null"
"INSP00000077","2024-07-04","15:27",2024,5,"ORD00000979","PROD000078","Product 78","BATCH00077","INS0028","Inspector 28","Quality Control","QC Department","FAC06","Factory 6","LINE018","Assembly Line 18",9321,70,"0.75",5833,"Malfunction","D006","Minor","Malfunction found in batch","64.63","87.97","39.57","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.75% defect rate","photo_INSP00000077.jpg"
"INSP00000078","2024-06-03","11:50",2024,12,"ORD00000976","PROD000079","Product 79","BATCH00078","INS0029","Inspector 29","Quality Control","QC Department","FAC07","Factory 7","LINE019","Assembly Line 19",2158,75,"3.48",1739,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","39.47","55.64","24.05","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 3.48% defect rate","null"
"INSP00000079","2024-01-17","14:09",2024,4,"ORD00000813","PROD000080","Product 80","BATCH00079","INS0030","Inspector 30","Quality Control","QC Department","FAC08","Factory 8","LINE020","Assembly Line 20",7694,97,"1.26",522,"None","D000","None","None found in batch","95.26","41.91","42.36","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.26% defect rate","null"
"INSP00000080","2024-06-15","08:12",2024,7,"ORD00000230","PROD000081","Product 81","BATCH00080","INS0031","Inspector 31","Quality Control","QC Department","FAC01","Factory 1","LINE021","Assembly Line 21",7511,88,"1.17",2775,"Crack","D001","Critical","Crack found in batch","49.05","14.82","31.32","Good","Pass","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 1.17% defect rate","null"
"INSP00000081","2024-11-18","13:04",2024,4,"ORD00000299","PROD000082","Product 82","BATCH00081","INS0032","Inspector 32","Quality Control","QC Department","FAC02","Factory 2","LINE022","Assembly Line 22",460,1,"0.22",121,"Dent","D002","Major","Dent found in batch","36.19","94.66","19.2","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.22% defect rate","null"
"INSP00000082","2024-09-07","15:41",2024,6,"ORD00000499","PROD000083","Product 83","BATCH00082","INS0033","Inspector 33","Quality Control","QC Department","FAC03","Factory 3","LINE023","Assembly Line 23",7260,49,"0.67",5620,"Discoloration","D003","Minor","Discoloration found in batch","69.17","55.05","21.39","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.67% defect rate","null"
"INSP00000083","2024-09-09","16:14",2024,1,"ORD00000054","PROD000084","Product 84","BATCH00083","INS0034","Inspector 34","Quality Control","QC Department","FAC04","Factory 4","LINE024","Assembly Line 24",7565,84,"1.11",1842,"Misalignment","D004","Cosmetic","Misalignment found in batch","64.71","66.34","43.69","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.11% defect rate","null"
"INSP00000084","2024-11-01","14:39",2024,9,"ORD00000839","PROD000085","Product 85","BATCH00084","INS0035","Inspector 35","Quality Control","QC Department","FAC05","Factory 5","LINE025","Assembly Line 25",5957,16,"0.27",1745,"Missing Part","D005","None","Missing Part found in batch","38.55","55.59","43.23","Fair","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.27% defect rate","null"
"INSP00000085","2024-11-01","10:02",2024,2,"ORD00000036","PROD000086","Product 86","BATCH00085","INS0036","Inspector 36","Quality Control","QC Department","FAC06","Factory 6","LINE026","Assembly Line 26",8104,15,"0.19",1487,"Malfunction","D006","Critical","Malfunction found in batch","63.49","32.51","23.7","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.19% defect rate","null"
"INSP00000086","2024-09-28","12:53",2024,6,"ORD00000778","PROD000087","Product 87","BATCH00086","INS0037","Inspector 37","Quality Control","QC Department","FAC07","Factory 7","LINE027","Assembly Line 27",3914,73,"1.87",2843,"Dimension Error","D007","Major","Dimension Error found in batch","72.32","36.14","46.55","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.87% defect rate","photo_INSP00000086.jpg"
"INSP00000087","2024-08-04","11:17",2024,6,"ORD00000848","PROD000088","Product 88","BATCH00087","INS0038","Inspector 38","Quality Control","QC Department","FAC08","Factory 8","LINE028","Assembly Line 28",238,59,"24.79",34,"None","D000","Minor","None found in batch","23.15","97.72","48.46","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 24.79% defect rate","null"
"INSP00000088","2024-05-13","09:04",2024,8,"ORD00000710","PROD000089","Product 89","BATCH00088","INS0039","Inspector 39","Quality Control","QC Department","FAC01","Factory 1","LINE029","Assembly Line 29",858,0,"0",73,"Crack","D001","Cosmetic","Crack found in batch","29.46","10.46","4.4","Poor","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.0% defect rate","null"
"INSP00000089","2024-05-18","17:38",2024,1,"ORD00000029","PROD000090","Product 90","BATCH00089","INS0040","Inspector 40","Quality Control","QC Department","FAC02","Factory 2","LINE030","Assembly Line 30",8121,72,"0.89",6150,"Dent","D002","None","Dent found in batch","71.39","27.85","39.78","Fair","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.89% defect rate","photo_INSP00000089.jpg"
"INSP00000090","2024-11-05","09:05",2024,8,"ORD00000060","PROD000091","Product 91","BATCH00090","INS0041","Inspector 41","Quality Control","QC Department","FAC03","Factory 3","LINE001","Assembly Line 1",9607,67,"0.7",6948,"Discoloration","D003","Critical","Discoloration found in batch","27.72","20.6","44.37","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.7% defect rate","null"
"INSP00000091","2024-01-21","13:33",2024,6,"ORD00000390","PROD000092","Product 92","BATCH00091","INS0042","Inspector 42","Quality Control","QC Department","FAC04","Factory 4","LINE002","Assembly Line 2",8797,29,"0.33",4371,"Misalignment","D004","Major","Misalignment found in batch","22.87","50.31","4.6","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.33% defect rate","null"
"INSP00000092","2024-05-07","12:20",2024,3,"ORD00000301","PROD000093","Product 93","BATCH00092","INS0043","Inspector 43","Quality Control","QC Department","FAC05","Factory 5","LINE003","Assembly Line 3",482,38,"7.88",330,"Missing Part","D005","Minor","Missing Part found in batch","75.75","29.28","24.91","Poor","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 7.88% defect rate","photo_INSP00000092.jpg"
"INSP00000093","2024-06-03","15:50",2024,10,"ORD00000575","PROD000094","Product 94","BATCH00093","INS0044","Inspector 44","Quality Control","QC Department","FAC06","Factory 6","LINE004","Assembly Line 4",7280,68,"0.93",3577,"Malfunction","D006","Cosmetic","Malfunction found in batch","78.06","63.3","35.64","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.93% defect rate","null"
"INSP00000094","2024-10-14","11:49",2024,5,"ORD00000631","PROD000095","Product 95","BATCH00094","INS0045","Inspector 45","Quality Control","QC Department","FAC07","Factory 7","LINE005","Assembly Line 5",2830,51,"1.8",1670,"Dimension Error","D007","None","Dimension Error found in batch","66.65","47.14","20.4","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.8% defect rate","null"
"INSP00000095","2024-05-05","09:16",2024,7,"ORD00000112","PROD000096","Product 96","BATCH00095","INS0046","Inspector 46","Quality Control","QC Department","FAC08","Factory 8","LINE006","Assembly Line 6",9002,30,"0.33",1316,"None","D000","Critical","None found in batch","47.74","95.14","6.56","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.33% defect rate","photo_INSP00000095.jpg"
"INSP00000096","2024-12-02","15:39",2024,9,"ORD00000230","PROD000097","Product 97","BATCH00096","INS0047","Inspector 47","Quality Control","QC Department","FAC01","Factory 1","LINE007","Assembly Line 7",6910,26,"0.38",4261,"Crack","D001","Major","Crack found in batch","73.75","81.46","36.33","Fair","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.38% defect rate","photo_INSP00000096.jpg"
"INSP00000097","2024-06-17","09:19",2024,7,"ORD00000843","PROD000098","Product 98","BATCH00097","INS0048","Inspector 48","Quality Control","QC Department","FAC02","Factory 2","LINE008","Assembly Line 8",4117,94,"2.28",3551,"Dent","D002","Minor","Dent found in batch","65.58","76.68","21.18","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 2.28% defect rate","null"
"INSP00000098","2024-11-24","11:12",2024,4,"ORD00000841","PROD000099","Product 99","BATCH00098","INS0049","Inspector 49","Quality Control","QC Department","FAC03","Factory 3","LINE009","Assembly Line 9",1428,47,"3.29",1160,"Discoloration","D003","Cosmetic","Discoloration found in batch","26.14","83.01","11.09","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 3.29% defect rate","photo_INSP00000098.jpg"
"INSP00000099","2024-06-04","16:05",2024,2,"ORD00000445","PROD000100","Product 100","BATCH00099","INS0050","Inspector 50","Quality Control","QC Department","FAC04","Factory 4","LINE010","Assembly Line 10",5333,22,"0.41",4975,"Misalignment","D004","None","Misalignment found in batch","63.36","29.42","33.01","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.41% defect rate","null"
"INSP00000100","2024-02-01","16:28",2024,9,"ORD00000637","PROD000101","Product 101","BATCH00100","INS0001","Inspector 1","Quality Control","QC Department","FAC05","Factory 5","LINE011","Assembly Line 11",1842,14,"0.76",923,"Missing Part","D005","Critical","Missing Part found in batch","99.19","45.05","37.72","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.76% defect rate","null"
"INSP00000101","2024-03-25","12:32",2024,5,"ORD00000219","PROD000102","Product 102","BATCH00101","INS0002","Inspector 2","Quality Control","QC Department","FAC06","Factory 6","LINE012","Assembly Line 12",8494,33,"0.39",3977,"Malfunction","D006","Major","Malfunction found in batch","49.96","14.88","45.1","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.39% defect rate","null"
"INSP00000102","2024-02-25","17:14",2024,9,"ORD00000810","PROD000103","Product 103","BATCH00102","INS0003","Inspector 3","Quality Control","QC Department","FAC07","Factory 7","LINE013","Assembly Line 13",5928,65,"1.1",387,"Dimension Error","D007","Minor","Dimension Error found in batch","49.79","64.31","4.23","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.1% defect rate","null"
"INSP00000103","2024-06-02","14:13",2024,8,"ORD00000639","PROD000104","Product 104","BATCH00103","INS0004","Inspector 4","Quality Control","QC Department","FAC08","Factory 8","LINE014","Assembly Line 14",7188,61,"0.85",6632,"None","D000","Cosmetic","None found in batch","31.45","17.15","9.94","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.85% defect rate","null"
"INSP00000104","2024-10-09","10:00",2024,11,"ORD00000704","PROD000105","Product 105","BATCH00104","INS0005","Inspector 5","Quality Control","QC Department","FAC01","Factory 1","LINE015","Assembly Line 15",8899,55,"0.62",806,"Crack","D001","None","Crack found in batch","90.75","48.69","30.92","Poor","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.62% defect rate","null"
"INSP00000105","2024-02-06","16:02",2024,7,"ORD00000740","PROD000106","Product 106","BATCH00105","INS0006","Inspector 6","Quality Control","QC Department","FAC02","Factory 2","LINE016","Assembly Line 16",8840,98,"1.11",5801,"Dent","D002","Critical","Dent found in batch","17.17","11.43","5.99","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.11% defect rate","photo_INSP00000105.jpg"
